ID,NAME,COUNTRY_ID
1101,GASH-BARKA,67
1102,MAEKEL,67
1103,SEMIEN-KEIH-BAHRI,67
1104,HARJU,68
1105,HIIU,68
1106,IDA-VIRU,68
1107,JARVA,68
1108,JOGEVA,68
1109,LAANE,68
1110,LAANE-VIRU,68
1111,PARNU,68
1112,POLVA,68
1113,RAPLA,68
1114,SAARE,68
1115,TARTU,68
1116,VALGA,68
1117,VILJANDI,68
1118,VORU,68
1119,ADDIS ABEBA,69
1120,AFAR,69
1121,AMHARA,69
1122,BENISHANGUL,69
1123,DIREDAWA,69
1124,GAMBELLA,69
1125,HARAR,69
1126,JIGJIGA,69
1127,MEKELE,69
1128,OROMIA,69
1129,SOMALI,69
1130,SOUTHERN,69
1131,TIGRAY,69
1132,CHRISTMAS ISLAND,70
1133,COCOS ISLANDS,70
1134,CORAL SEA ISLANDS,70
1135,FALKLAND ISLANDS,71
1136,SOUTH GEORGIA,71
1137,KLAKSVIK,72
1138,NOR ARA EYSTUROY,72
1139,NOR OY,72
1140,SANDOY,72
1141,STREYMOY,72
1142,SU UROY,72
1143,SY RA EYSTUROY,72
1144,TORSHAVN,72
1145,VAGA,72
1146,CENTRAL,73
1147,EASTERN,73
1148,NORTHERN,73
1149,SOUTH PACIFIC,73
1150,WESTERN,73
1151,AHVENANMAA,74
1152,ETELA-KARJALA,74
1153,ETELA-POHJANMAA,74
1154,ETELA-SAVO,74
1155,ETELA-SUOMEN LAANI,74
1156,ITA-SUOMEN LAANI,74
1157,ITA-UUSIMAA,74
1158,KAINUU,74
1159,KANTA-HAME,74
1160,KESKI-POHJANMAA,74
1161,KESKI-SUOMI,74
1162,KYMENLAAKSO,74
1163,LANSI-SUOMEN LAANI,74
1164,LAPPI,74
1165,NORTHERN SAVONIA,74
1166,OSTROBOTHNIA,74
1167,OULUN LAANI,74
1168,PAIJAT-HAME,74
1169,PIRKANMAA,74
1170,POHJANMAA,74
1171,POHJOIS-KARJALA,74
1172,POHJOIS-POHJANMAA,74
1173,POHJOIS-SAVO,74
1174,SAARIJARVI,74
1175,SATAKUNTA,74
1176,SOUTHERN SAVONIA,74
1177,TAVASTIA PROPER,74
1178,ULEABORGS LAN,74
1179,UUSIMAA,74
1180,VARSINAIS-SUOMI,74
1181,AIN,75
1182,AISNE,75
1183,ALBI LE SEQUESTRE,75
1184,ALLIER,75
1185,ALPES-COTE DAZUR,75
1186,ALPES-MARITIMES,75
1187,ALPES-DE-HAUTE-PROVENCE,75
1188,ALSACE,75
1189,AQUITAINE,75
1190,ARDECHE,75
1191,ARDENNES,75
1192,ARIEGE,75
1193,AUBE,75
1194,AUDE,75
1195,AUVERGNE,75
1196,AVEYRON,75
1197,BAS-RHIN,75
1198,BASSE-NORMANDIE,75
1199,BOUCHES-DU-RHONE,75
1200,BOURGOGNE,75
1201,BRETAGNE,75
1202,BRITTANY,75
1203,BURGUNDY,75
1204,CALVADOS,75
1205,CANTAL,75
1206,CEDEX,75
1207,CENTRE,75
1208,CHARENTE,75
1209,CHARENTE-MARITIME,75
1210,CHER,75
1211,CORREZE,75
1212,CORSE-DU-SUD,75
1213,COTE-D OR,75
1214,COTES-D ARMOR,75
1215,CREUSE,75
1216,CROLLES,75
1217,DEUX-SEVRES,75
1218,DORDOGNE,75
1219,DOUBS,75
1220,DROME,75
1221,ESSONNE,75
1222,EURE,75
1223,EURE-ET-LOIR,75
1224,FEUCHEROLLES,75
1225,FINISTERE,75
1226,FRANCHE-COMTE,75
1227,GARD,75
1228,GERS,75
1229,GIRONDE,75
1230,HAUT-RHIN,75
1231,HAUTE-CORSE,75
1232,HAUTE-GARONNE,75
1233,HAUTE-LOIRE,75
1234,HAUTE-MARNE,75
1235,HAUTE-SAONE,75
1236,HAUTE-SAVOIE,75
1237,HAUTE-VIENNE,75
1238,HAUTES-ALPES,75
1239,HAUTES-PYRENEES,75
1240,HAUTS-DE-SEINE,75
1241,HERAULT,75
1242,ILE-DE-FRANCE,75
1243,ILLE-ET-VILAINE,75
1244,INDRE,75
1245,INDRE-ET-LOIRE,75
1246,ISERE,75
1247,JURA,75
1248,KLAGENFURT,75
1249,LANDES,75
1250,LANGUEDOC-ROUSSILLON,75
1251,LARCAY,75
1252,LE CASTELLET,75
1253,LE CREUSOT,75
1254,LIMOUSIN,75
1255,LOIR-ET-CHER,75
1256,LOIRE,75
1257,LOIRE-ATLANTIQUE,75
1258,LOIRET,75
1259,LORRAINE,75
1260,LOT,75
1261,LOT-ET-GARONNE,75
1262,LOWER NORMANDY,75
1263,LOZERE,75
1264,MAINE-ET-LOIRE,75
1265,MANCHE,75
1266,MARNE,75
1267,MAYENNE,75
1268,MEURTHE-ET-MOSELLE,75
1269,MEUSE,75
1270,MIDI-PYRENEES,75
1271,MORBIHAN,75
1272,MOSELLE,75
1273,NIEVRE,75
1274,NORD,75
1275,NORD-PAS-DE-CALAIS,75
1276,OISE,75
1277,ORNE,75
1278,PARIS,75
1279,PAS-DE-CALAIS,75
1280,PAYS DE LA LOIRE,75
1281,PAYS-DE-LA-LOIRE,75
1282,PICARDY,75
1283,PUY-DE-DOME,75
1284,PYRENEES-ATLANTIQUES,75
1285,PYRENEES-ORIENTALES,75
1286,QUELMES,75
1287,RHONE,75
1288,RHONE-ALPES,75
1289,SAINT OUEN,75
1290,SAINT VIATRE,75
1291,SAONE-ET-LOIRE,75
1292,SARTHE,75
1293,SAVOIE,75
1294,SEINE-MARITIME,75
1295,SEINE-SAINT-DENIS,75
1296,SEINE-ET-MARNE,75
1297,SOMME,75
1298,SOPHIA ANTIPOLIS,75
1299,SOUVANS,75
1300,TARN,75
1301,TARN-ET-GARONNE,75
1302,TERRITOIRE DE BELFORT,75
1303,TREIGNAC,75
1304,UPPER NORMANDY,75
1305,VAL-D OISE,75
1306,VAL-DE-MARNE,75
1307,VAR,75
1308,VAUCLUSE,75
1309,VELLISE,75
1310,VENDEE,75
1311,VIENNE,75
1312,VOSGES,75
1313,YONNE,75
1314,YVELINES,75
1315,CAYENNE,76
1316,SAINT-LAURENT-DU-MARONI,76
1317,ILES DU VENT,77
1318,ILES SOUS LE VENT,77
1319,MARQUESAS,77
1320,TUAMOTU,77
1321,TUBUAI,77
1322,AMSTERDAM,78
1323,CROZET ISLANDS,78
1324,KERGUELEN,78
1325,ESTUAIRE,79
1326,HAUT-OGOOUE,79
1327,MOYEN-OGOOUE,79
1328,NGOUNIE,79
1329,NYANGA,79
1330,OGOOUE-IVINDO,79
1331,OGOOUE-LOLO,79
1332,OGOOUE-MARITIME,79
1333,WOLEU-NTEM,79
1334,BANJUL,80
1335,BASSE,80
1336,BRIKAMA,80
1337,JANJANBUREH,80
1338,KANIFING,80
1339,KEREWAN,80
1340,KUNTAUR,80
1341,MANSAKONKO,80
1342,ABHASIA,81
1343,AJARIA,81
1344,GURIA,81
1345,IMERETI,81
1346,KAHETI,81
1347,KVEMO KARTLI,81
1348,MCHETA-MTIANETI,81
1349,RACHA,81
1350,SAMAGRELO-ZEMO SVANETI,81
1351,SAMCHE-ZHAVAHETI,81
1352,SHIDA KARTLI,81
1353,TBILISI,81
1354,AUVERGNE,82
1355,BADEN-WURTTEMBERG,82
1356,BAVARIA,82
1357,BAYERN,82
1358,BEILSTEIN WURTT,82
1359,BERLIN,82
1360,BRANDENBURG,82
1361,BREMEN,82
1362,DREISBACH,82
1363,FREISTAAT BAYERN,82
1364,HAMBURG,82
1365,HANNOVER,82
1366,HEROLDSTATT,82
1367,HESSEN,82
1368,KORTENBERG,82
1369,LAASDORF,82
1370,LAND BADEN-WURTTEMBERG,82
1371,LAND BAYERN,82
1372,LAND BRANDENBURG,82
1373,LAND HESSEN,82
1374,LAND MECKLENBURG-VORPOMMERN,82
1375,LAND NORDRHEIN-WESTFALEN,82
1376,LAND RHEINLAND-PFALZ,82
1377,LAND SACHSEN,82
1378,LAND SACHSEN-ANHALT,82
1379,LAND THURINGEN,82
1380,LOWER SAXONY,82
1381,MECKLENBURG-VORPOMMERN,82
1382,MULFINGEN,82
1383,MUNICH,82
1384,NEUBEUERN,82
1385,NIEDERSACHSEN,82
1386,NOORD-HOLLAND,82
1387,NORDRHEIN-WESTFALEN,82
1388,NORTH RHINE-WESTPHALIA,82
1389,OSTERODE,82
1390,RHEINLAND-PFALZ,82
1391,RHINELAND-PALATINATE,82
1392,SAARLAND,82
1393,SACHSEN,82
1394,SACHSEN-ANHALT,82
1395,SAXONY,82
1396,SCHLESWIG-HOLSTEIN,82
1397,THURINGIA,82
1398,WEBLING,82
1399,WEINSTRABE,82
1400,SCHLOBBORN,82
1401,ASHANTI,83
1402,BRONG-AHAFO,83
1403,CENTRAL,83
1404,EASTERN,83
1405,GREATER ACCRA,83
1406,NORTHERN,83
1407,UPPER EAST,83
1408,UPPER WEST,83
1409,VOLTA,83
1410,WESTERN,83
1411,GIBRALTAR,84
1412,ACHARNES,85
1413,AHAIA,85
1414,AITOLIA KAI AKARNANIA,85
1415,ARGOLIS,85
1416,ARKADIA,85
1417,ARTA,85
1418,ATTICA,85
1419,ATTIKI,85
1420,AYION OROS,85
1421,CRETE,85
1422,DODEKANISOS,85
1423,DRAMA,85
1424,EVIA,85
1425,EVRITANIA,85
1426,EVROS,85
1427,EVVOIA,85
1428,FLORINA,85
1429,FOKIS,85
1430,FTHIOTIS,85
1431,GREVENA,85
1432,HALANDRI,85
1433,HALKIDIKI,85
1434,HANIA,85
1435,HERAKLION,85
1436,HIOS,85
1437,ILIA,85
1438,IMATHIA,85
1439,IOANNINA,85
1440,IRAKLION,85
1441,KARDITSA,85
1442,KASTORIA,85
1443,KAVALA,85
1444,KEFALLINIA,85
1445,KERKIRA,85
1446,KIKLADES,85
1447,KILKIS,85
1448,KORINTHIA,85
1449,KOZANI,85
1450,LAKONIA,85
1451,LARISA,85
1452,LASITHI,85
1453,LESVOS,85
1454,LEVKAS,85
1455,MAGNISIA,85
1456,MESSINIA,85
1457,NOMOS ATTIKIS,85
1458,NOMOS ZAKYNTHOU,85
1459,PELLA,85
1460,PIERIA,85
1461,PIRAIOS,85
1462,PREVEZA,85
1463,RETHIMNI,85
1464,RODOPI,85
1465,SAMOS,85
1466,SERRAI,85
1467,THESPROTIA,85
1468,THESSALONIKI,85
1469,TRIKALA,85
1470,VOIOTIA,85
1471,WEST GREECE,85
1472,XANTHI,85
1473,ZAKINTHOS,85
1474,AASIAAT,86
1475,AMMASSALIK,86
1476,ILLOQQORTOORMIUT,86
1477,ILULISSAT,86
1478,IVITTUUT,86
1479,KANGAATSIAQ,86
1480,MANIITSOQ,86
1481,NANORTALIK,86
1482,NARSAQ,86
1483,NUUK,86
1484,PAAMIUT,86
1485,QAANAAQ,86
1486,QAQORTOQ,86
1487,QASIGIANNGUIT,86
1488,QEQERTARSUAQ,86
1489,SISIMIUT,86
1490,UDENFOR KOMMUNAL INDDELING,86
1491,UPERNAVIK,86
1492,UUMMANNAQ,86
1493,CARRIACOU-PETITE MARTINIQUE,87
1494,SAINT ANDREW,87
1495,SAINT DAVIDS,87
1496,SAINT GEORGE S,87
1497,SAINT JOHN,87
1498,SAINT MARK,87
1499,SAINT PATRICK,87
1500,BASSE-TERRE,88
1501,GRANDE-TERRE,88
1502,ILES DES SAINTES,88
1503,LA DESIRADE,88
1504,MARIE-GALANTE,88
1505,SAINT BARTHELEMY,88
1506,SAINT MARTIN,88
1507,AGANA HEIGHTS,89
1508,AGAT,89
1509,BARRIGADA,89
1510,CHALAN-PAGO-ORDOT,89
1511,DEDEDO,89
1512,HAGATNA,89
1513,INARAJAN,89
1514,MANGILAO,89
1515,MERIZO,89
1516,MONGMONG-TOTO-MAITE,89
1517,SANTA RITA,89
1518,SINAJANA,89
1519,TALOFOFO,89
1520,TAMUNING,89
1521,YIGO,89
1522,YONA,89
1523,ALTA VERAPAZ,90
1524,BAJA VERAPAZ,90
1525,CHIMALTENANGO,90
1526,CHIQUIMULA,90
1527,EL PROGRESO,90
1528,ESCUINTLA,90
1529,GUATEMALA,90
1530,HUEHUETENANGO,90
1531,IZABAL,90
1532,JALAPA,90
1533,JUTIAPA,90
1534,PETEN,90
1535,QUEZALTENANGO,90
1536,QUICHE,90
1537,RETALHULEU,90
1538,SACATEPEQUEZ,90
1539,SAN MARCOS,90
1540,SANTA ROSA,90
1541,SOLOLA,90
1542,SUCHITEPEQUEZ,90
1543,TOTONICAPAN,90
1544,ZACAPA,90
1545,ALDERNEY,91
1546,CASTEL,91
1547,FOREST,91
1548,SAINT ANDREW,91
1549,SAINT MARTIN,91
1550,SAINT PETER PORT,91
1551,SAINT PIERRE DU BOIS,91
1552,SAINT SAMPSON,91
1553,SAINT SAVIOUR,91
1554,SARK,91
1555,TORTEVAL,91
1556,VALE,91
1557,BEYLA,92
1558,BOFFA,92
1559,BOKE,92
1560,CONAKRY,92
1561,COYAH,92
1562,DABOLA,92
1563,DALABA,92
1564,DINGUIRAYE,92
1565,FARANAH,92
1566,FORECARIAH,92
1567,FRIA,92
1568,GAOUAL,92
1569,GUECKEDOU,92
1570,KANKAN,92
1571,KEROUANE,92
1572,KINDIA,92
1573,KISSIDOUGOU,92
1574,KOUBIA,92
1575,KOUNDARA,92
1576,KOUROUSSA,92
1577,LABE,92
1578,LOLA,92
1579,MACENTA,92
1580,MALI,92
1581,MAMOU,92
1582,MANDIANA,92
1583,NZEREKORE,92
1584,PITA,92
1585,SIGUIRI,92
1586,TELIMELE,92
1587,TOUGUE,92
1588,YOMOU,92
1589,BAFATA,93
1590,BISSAU,93
1591,BOLAMA,93
1592,CACHEU,93
1593,GABU,93
1594,OIO,93
1595,QUINARA,93
1596,TOMBALI,93
1597,BARIMA-WAINI,94
1598,CUYUNI-MAZARUNI,94
1599,DEMERARA-MAHAICA,94
1600,EAST BERBICE-CORENTYNE,94
1601,ESSEQUIBO ISLANDS-WEST DEMERAR,94
1602,MAHAICA-BERBICE,94
1603,POMEROON-SUPENAAM,94
1604,POTARO-SIPARUNI,94
1605,UPPER DEMERARA-BERBICE,94
1606,UPPER TAKUTU-UPPER ESSEQUIBO,94
1607,ARTIBONITE,95
1608,CENTRE,95
1609,GRAND ANSE,95
1610,NORD,95
1611,NORD-EST,95
1612,NORD-OUEST,95
1613,OUEST,95
1614,SUD,95
1615,SUD-EST,95
1616,HEARD AND MCDONALD ISLANDS,96
1617,ATLANTIDA,97
1618,CHOLUTECA,97
1619,COLON,97
1620,COMAYAGUA,97
1621,COPAN,97
1622,CORTES,97
1623,DISTRITO CENTRAL,97
1624,EL PARAISO,97
1625,FRANCISCO MORAZAN,97
1626,GRACIAS A DIOS,97
1627,INTIBUCA,97
1628,ISLAS DE LA BAHIA,97
1629,LA PAZ,97
1630,LEMPIRA,97
1631,OCOTEPEQUE,97
1632,OLANCHO,97
1633,SANTA BARBARA,97
1634,VALLE,97
1635,YORO,97
1636,HONG KONG,98
1637,BACS-KISKUN,99
1638,BARANYA,99
1639,BEKES,99
1640,BORSOD-ABAUJ-ZEMPLEN,99
1641,BUDAPEST,99
1642,CSONGRAD,99
1643,FEJER,99
1644,GYOR-MOSON-SOPRON,99
1645,HAJDU-BIHAR,99
1646,HEVES,99
1647,JASZ-NAGYKUN-SZOLNOK,99
1648,KOMAROM-ESZTERGOM,99
1649,NOGRAD,99
1650,PEST,99
1651,SOMOGY,99
1652,SZABOLCS-SZATMAR-BEREG,99
1653,TOLNA,99
1654,VAS,99
1655,VESZPREM,99
1656,ZALA,99
1657,AUSTURLAND,100
1658,GULLBRINGUSYSLA,100
1659,HOFU BORGARSVA I,100
1660,NOR URLAND EYSTRA,100
1661,NOR URLAND VESTRA,100
1662,SU URLAND,100
1663,SU URNES,100
1664,VESTFIR IR,100
1665,VESTURLAND,100
1666,ACEH,102
1667,BALI,102
1668,BANGKA-BELITUNG,102
1669,BANTEN,102
1670,BENGKULU,102
1671,GANDARIA,102
1672,GORONTALO,102
1673,JAKARTA,102
1674,JAMBI,102
1675,JAWA BARAT,102
1676,JAWA TENGAH,102
1677,JAWA TIMUR,102
1678,KALIMANTAN BARAT,102
1679,KALIMANTAN SELATAN,102
1680,KALIMANTAN TENGAH,102
1681,KALIMANTAN TIMUR,102
1682,KENDAL,102
1683,LAMPUNG,102
1684,MALUKU,102
1685,MALUKU UTARA,102
1686,NUSA TENGGARA BARAT,102
1687,NUSA TENGGARA TIMUR,102
1688,PAPUA,102
1689,RIAU,102
1690,RIAU KEPULAUAN,102
1691,SOLO,102
1692,SULAWESI SELATAN,102
1693,SULAWESI TENGAH,102
1694,SULAWESI TENGGARA,102
1695,SULAWESI UTARA,102
1696,SUMATERA BARAT,102
1697,SUMATERA SELATAN,102
1698,SUMATERA UTARA,102
1699,YOGYAKARTA,102
1700,ARDABIL,103
1701,AZARBAYJAN-E BAKHTARI,103
1702,AZARBAYJAN-E KHAVARI,103
1703,BUSHEHR,103
1704,CHAHAR MAHAL-E BAKHTIARI,103
1705,ESFAHAN,103
1706,FARS,103
1707,GILAN,103
1708,GOLESTAN,103
1709,HAMADAN,103
1710,HORMOZGAN,103
1711,ILAM,103
1712,KERMAN,103
1713,KERMANSHAH,103
1714,KHORASAN,103
1715,KHUZESTAN,103
1716,KOHGILUYEH-E BOYERAHMAD,103
1717,KORDESTAN,103
1718,LORESTAN,103
1719,MARKAZI,103
1720,MAZANDARAN,103
1721,OSTAN-E ESFAHAN,103
1722,QAZVIN,103
1723,QOM,103
1724,SEMNAN,103
1725,SISTAN-E BALUCHESTAN,103
1726,TEHRAN,103
1727,YAZD,103
1728,ZANJAN,103
1729,BABIL,104
1730,BAGHDAD,104
1731,DAHUK,104
1732,DHI QAR,104
1733,DIYALA,104
1734,ERBIL,104
1735,IRBIL,104
1736,KARBALA,104
1737,KURDISTAN,104
1738,MAYSAN,104
1739,NINAWA,104
1740,SALAH-AD-DIN,104
1741,WASIT,104
1742,AL-ANBAR,104
1743,AL-BASRAH,104
1744,AL-MUTHANNA,104
1745,AL-QADISIYAH,104
1746,AN-NAJAF,104
1747,AS-SULAYMANIYAH,104
1748,AT-TA MIM,104
1749,ARMAGH,105
1750,CARLOW,105
1751,CAVAN,105
1752,CLARE,105
1753,CORK,105
1754,DONEGAL,105
1755,DUBLIN,105
1756,GALWAY,105
1757,KERRY,105
1758,KILDARE,105
1759,KILKENNY,105
1760,LAOIS,105
1761,LEINSTER,105
1762,LEITRIM,105
1763,LIMERICK,105
1764,LOCH GARMAN,105
1765,LONGFORD,105
1766,LOUTH,105
1767,MAYO,105
1768,MEATH,105
1769,MONAGHAN,105
1770,OFFALY,105
1771,ROSCOMMON,105
1772,SLIGO,105
1773,TIPPERARY NORTH RIDING,105
1774,TIPPERARY SOUTH RIDING,105
1775,ULSTER,105
1776,WATERFORD,105
1777,WESTMEATH,105
1778,WEXFORD,105
1779,WICKLOW,105
1780,BEIT HANANIA,106
1781,BEN GURION AIRPORT,106
1782,BETHLEHEM,106
1783,CAESAREA,106
1784,CENTRE,106
1785,GAZA,106
1786,HADARON,106
1787,HAIFA DISTRICT,106
1788,HAMERKAZ,106
1789,HAZAFON,106
1790,HEBRON,106
1791,JAFFA,106
1792,JERUSALEM,106
1793,KHEFA,106
1794,KIRYAT YAM,106
1795,LOWER GALILEE,106
1796,QALQILYA,106
1797,TALME ELAZAR,106
1798,TEL AVIV,106
1799,TSAFON,106
1800,UMM EL FAHEM,106
1801,YERUSHALAYIM,106
1802,ABRUZZI,107
1803,ABRUZZO,107
1804,AGRIGENTO,107
1805,ALESSANDRIA,107
1806,ANCONA,107
1807,AREZZO,107
1808,ASCOLI PICENO,107
1809,ASTI,107
1810,AVELLINO,107
1811,BARI,107
1812,BASILICATA,107
1813,BELLUNO,107
1814,BENEVENTO,107
1815,BERGAMO,107
1816,BIELLA,107
1817,BOLOGNA,107
1818,BOLZANO,107
1819,BRESCIA,107
1820,BRINDISI,107
1821,CALABRIA,107
1822,CAMPANIA,107
1823,CARTOCETO,107
1824,CASERTA,107
1825,CATANIA,107
1826,CHIETI,107
1827,COMO,107
1828,COSENZA,107
1829,CREMONA,107
1830,CUNEO,107
1831,EMILIA-ROMAGNA,107
1832,FERRARA,107
1833,FIRENZE,107
1834,FLORENCE,107
1835,FORLI-CESENA ,107
1836,FRIULI-VENEZIA GIULIA,107
1837,FROSINONE,107
1838,GENOA,107
1839,GORIZIA,107
1840,L AQUILA,107
1841,LAZIO,107
1842,LECCE,107
1843,LECCO,107
1845,LIGURIA,107
1846,LODI,107
1847,LOMBARDIA,107
1848,LOMBARDY,107
1849,MACERATA,107
1850,MANTOVA,107
1851,MARCHE,107
1852,MESSINA,107
1853,MILAN,107
1854,MODENA,107
1855,MOLISE,107
1856,MOLTENO,107
1857,MONTENEGRO,107
1858,MONZA AND BRIANZA,107
1859,NAPLES,107
1860,NOVARA,107
1861,PADOVA,107
1862,PARMA,107
1863,PAVIA,107
1864,PERUGIA,107
1865,PESARO-URBINO,107
1866,PIACENZA,107
1867,PIEDMONT,107
1868,PIEMONTE,107
1869,PISA,107
1870,PORDENONE,107
1871,POTENZA,107
1872,PUGLIA,107
1873,REGGIO EMILIA,107
1874,RIMINI,107
1875,ROMA,107
1876,SALERNO,107
1877,SARDEGNA,107
1878,SASSARI,107
1879,SAVONA,107
1880,SICILIA,107
1881,SIENA,107
1882,SONDRIO,107
1883,SOUTH TYROL,107
1884,TARANTO,107
1885,TERAMO,107
1886,TORINO,107
1887,TOSCANA,107
1888,TRAPANI,107
1889,TRENTINO-ALTO ADIGE,107
1890,TRENTO,107
1891,TREVISO,107
1892,UDINE,107
1893,UMBRIA,107
1894,VALLE D AOSTA,107
1895,VARESE,107
1896,VENETO,107
1897,VENEZIA,107
1898,VERBANO-CUSIO-OSSOLA,107
1899,VERCELLI,107
1900,VERONA,107
1901,VICENZA,107
1902,VITERBO,107
1903,BUXORO VILOYATI,108
1904,CLARENDON,108
1905,HANOVER,108
1906,KINGSTON,108
1907,MANCHESTER,108
1908,PORTLAND,108
1909,SAINT ANDREWS,108
1910,SAINT ANN,108
1911,SAINT CATHERINE,108
1912,SAINT ELIZABETH,108
1913,SAINT JAMES,108
1914,SAINT MARY,108
1915,SAINT THOMAS,108
1916,TRELAWNEY,108
1917,WESTMORELAND,108
1918,AICHI,109
1919,AKITA,109
1920,AOMORI,109
1921,CHIBA,109
1922,EHIME,109
1923,FUKUI,109
1924,FUKUOKA,109
1925,FUKUSHIMA,109
1926,GIFU,109
1927,GUMMA,109
1928,HIROSHIMA,109
1929,HOKKAIDO,109
1930,HYOGO,109
1931,IBARAKI,109
1932,ISHIKAWA,109
1933,IWATE,109
1934,KAGAWA,109
1935,KAGOSHIMA,109
1936,KANAGAWA,109
1937,KANTO,109
1938,KOCHI,109
1939,KUMAMOTO,109
1940,KYOTO,109
1941,MIE,109
1942,MIYAGI,109
1943,MIYAZAKI,109
1944,NAGANO,109
1945,NAGASAKI,109
1946,NARA,109
1947,NIIGATA,109
1948,OITA,109
1949,OKAYAMA,109
1950,OKINAWA,109
1951,OSAKA,109
1952,SAGA,109
1953,SAITAMA,109
1954,SHIGA,109
1955,SHIMANE,109
1956,SHIZUOKA,109
1957,TOCHIGI,109
1958,TOKUSHIMA,109
1959,TOKYO,109
1960,TOTTORI,109
1961,TOYAMA,109
1962,WAKAYAMA,109
1963,YAMAGATA,109
1964,YAMAGUCHI,109
1965,YAMANASHI,109
1966,GROUVILLE,110
1967,SAINT BRELADE,110
1968,SAINT CLEMENT,110
1969,SAINT HELIER,110
1970,SAINT JOHN,110
1971,SAINT LAWRENCE,110
1972,SAINT MARTIN,110
1973,SAINT MARY,110
1974,SAINT PETER,110
1975,SAINT SAVIOUR,110
1976,TRINITY,110
1977,AJLUN,111
1978,AMMAN,111
1979,IRBID,111
1980,JARASH,111
1981,MA AN,111
1982,MADABA,111
1983,AL- AQABAH,111
1984,AL-BALQA,111
1985,AL-KARAK,111
1986,AL-MAFRAQ,111
1987,AT-TAFILAH,111
1988,AZ-ZARQA,111
1989,AKMECET,112
1990,AKMOLA,112
1991,AKTOBE,112
1992,ALMATI,112
1993,ATIRAU,112
1994,BATIS KAZAKSTAN,112
1995,BURLINSKY REGION,112
1996,KARAGANDI,112
1997,KOSTANAY,112
1998,MANKISTAU,112
1999,ONTUSTIK KAZAKSTAN,112
2000,PAVLODAR,112
2001,SIGIS KAZAKSTAN,112
2002,SOLTUSTIK KAZAKSTAN,112
2003,TARAZ,112
2004,CENTRAL,113
2005,COAST,113
2006,EASTERN,113
2007,NAIROBI,113
2008,NORTH EASTERN,113
2009,NYANZA,113
2010,RIFT VALLEY,113
2011,WESTERN,113
2012,ABAIANG,114
2013,ABEMANA,114
2014,ARANUKA,114
2015,ARORAE,114
2016,BANABA,114
2017,BERU,114
2018,BUTARITARI,114
2019,KIRITIMATI,114
2020,KURIA,114
2021,MAIANA,114
2022,MAKIN,114
2023,MARAKEI,114
2024,NIKUNAU,114
2025,NONOUTI,114
2026,ONOTOA,114
2027,PHOENIX ISLANDS,114
2028,TABITEUEA NORTH,114
2029,TABITEUEA SOUTH,114
2030,TABUAERAN,114
2031,TAMANA,114
2032,TARAWA NORTH,114
2033,TARAWA SOUTH,114
2034,TERAINA,114
2035,CHAGANGDO,115
2036,HAMGYEONGBUKTO,115
2037,HAMGYEONGNAMDO,115
2038,HWANGHAEBUKTO,115
2039,HWANGHAENAMDO,115
2040,KAESEONG,115
2041,KANGWEON,115
2042,NAMPO,115
2043,PYEONGANBUKTO,115
2044,PYEONGANNAMDO,115
2045,PYEONGYANG,115
2046,YANGGANG,115
2047,BUSAN,116
2048,CHEJU,116
2049,CHOLLABUK,116
2050,CHOLLANAM,116
2051,CHUNGBUK,116
2052,CHUNGCHEONGBUK,116
2053,CHUNGCHEONGNAM,116
2054,CHUNGNAM,116
2055,DAEGU,116
2056,GANGWON-DO,116
2057,GOYANG-SI,116
2058,GYEONGGI-DO,116
2059,GYEONGSANG ,116
2060,GYEONGSANGNAM-DO,116
2061,INCHEON,116
2062,JEJU-SI,116
2063,JEONBUK,116
2064,KANGWEON,116
2065,KWANGJU,116
2066,KYEONGGI,116
2067,KYEONGSANGBUK,116
2068,KYEONGSANGNAM,116
2069,KYONGGI-DO,116
2070,KYUNGBUK-DO,116
2071,KYUNGGI-DO,116
2072,KYUNGGI-DO,116
2073,PUSAN,116
2074,SEOUL,116
2075,SUDOGWON,116
2076,TAEGU,116
2077,TAEJEON,116
2078,TAEJON-GWANGYOKSI,116
2079,ULSAN,116
2080,WONJU,116
2081,GWANGYOKSI,116
2082,AL ASIMAH,117
2083,HAWALLI,117
2084,MISHREF,117
2085,QADESIYA,117
2086,SAFAT,117
2087,SALMIYA,117
2088,AL-AHMADI,117
2089,AL-FARWANIYAH,117
2090,AL-JAHRA,117
2091,AL-KUWAYT,117
2092,BATKEN,118
2093,BISHKEK,118
2094,CHUI,118
2095,ISSYK-KUL,118
2096,JALAL-ABAD,118
2097,NARYN,118
2098,OSH,118
2099,TALAS,118
2100,ATTOPU,119
2101,BOKEO,119
2102,BOLIKHAMSAY,119
2103,CHAMPASAK,119
2104,HOUAPHANH,119
2105,KHAMMOUANE,119
2106,LUANG NAM THA,119
2107,LUANG PRABANG,119
2108,OUDOMXAY,119
2109,PHONGSALY,119
2110,SARAVAN,119
2111,SAVANNAKHET,119
2112,SEKONG,119
2113,VIANGCHAN PREFECTURE,119
2114,VIANGCHAN PROVINCE,119
2115,XAIGNABURY,119
2116,XIANG KHUANG,119
2117,AIZKRAUKLES,120
2118,ALUKSNES,120
2119,BALVU,120
2120,BAUSKAS,120
2121,CESU,120
2122,DAUGAVPILS,120
2123,DAUGAVPILS CITY,120
2124,DOBELES,120
2125,GULBENES,120
2126,JEKABSPILS,120
2127,JELGAVA,120
2128,JELGAVAS,120
2129,JURMALA CITY,120
